"return_id","order__order_id","product__product_id","customer__customer_id","return_unit_cost","return_unit_quantity","wdf__client_id","return_unit_paid_amount","date","return_date"
"R-RQ4XJXU8","O-S9YOUF7N","P-XSZP9R64","C-WWTES96G","36.1","10","merchant__bigboxretailer","47.65","2022-10-02 12:36:12","2022-10-02 12:36:12"
"R-QNWOOGKW","O-CW48X2PI","P-ZHBUWTA0","C-6A84M97T","151.61","4","merchant__electronics","165.39","2022-10-02 20:23:34","2022-10-02 20:23:34"
"R-LIR37VQS","O-OL3OVIAM","P-ODTOG0C1","C-ITJX2P34","28.23","2","merchant__bigboxretailer","52.36","2022-10-03 08:31:17","2022-10-03 08:31:17"
"R-LZH7W992","O-V89UOLNW","P-KODMDODH","C-6ZJKDXWY","170.99","9","merchant__electronics","194.03","2022-10-03 12:24:52","2022-10-03 12:24:52"
"R-8LXNH71J","O-T5JR4UPJ","P-0G8HM5U2","C-YJOA7IIV","323.46","4","merchant__clothing","882.86","2022-10-04 01:59:44","2022-10-04 01:59:44"
"R-24IEX86A","O-XWNF4RZU","P-I1EK2RA1","C-LISJU9JL","527.74","5","merchant__electronics","556.05","2022-10-04 06:48:01","2022-10-04 06:48:01"
"R-T9AVTWTA","O-4X88V0M6","P-6YXUDZDH","C-0L1FZG0H","200.45","2","merchant__electronics","233.8","2022-10-04 12:02:46","2022-10-04 12:02:46"
"R-E6W54INU","O-AUUVHVH7","P-MPQ6WXMT","C-ZGTHZ5RJ","338.76","9","merchant__electronics","452.95","2022-10-04 12:39:54","2022-10-04 12:39:54"
"R-6A3UKIAK","O-6H9YIZZN","P-CF5SF6B1","C-K496TZMN","159.49","2","merchant__bigboxretailer","381.02","2022-10-04 13:10:37","2022-10-04 13:10:37"
"R-JU55EVJZ","O-SKM5D86S","P-HNI2QR67","C-AIUEEO9D","282.24","2","merchant__bigboxretailer","290.23","2022-10-04 14:07:15","2022-10-04 14:07:15"
"R-IH24O2ER","O-N57D7XC4","P-AOCIVY7V","C-ZWOFC9V7","492.62","5","merchant__electronics","641.02","2022-10-04 15:33:49","2022-10-04 15:33:49"
"R-59WKU5TL","O-DPZOEUB9","P-RMA7V2ST","C-2PI8AOL5","182.17","2","merchant__bigboxretailer","236.44","2022-10-04 16:47:07","2022-10-04 16:47:07"
"R-R3GKCLAH","O-XNOHCD78","P-WJ02AIHW","C-XH3SKBFC","316.16","10","merchant__electronics","520.69","2022-10-05 06:29:22","2022-10-05 06:29:22"
"R-BCHFYI7O","O-OL3OVIAM","P-IW00QT67","C-ITJX2P34","149.14","3","merchant__bigboxretailer","421.67","2022-10-05 07:39:44","2022-10-05 07:39:44"
"R-XWALX78W","O-XNOHCD78","P-AOCIVY7V","C-XH3SKBFC","50.87","2","merchant__electronics","295.48","2022-10-05 15:51:39","2022-10-05 15:51:39"
"R-YVTFAKBB","O-9PLKLZ62","P-MC5L29EJ","C-SA44VESP","476.99","10","merchant__bigboxretailer","422.06","2022-10-05 17:09:37","2022-10-05 17:09:37"
"R-4C0OU26I","O-T5JR4UPJ","P-JZ1G5P39","C-YJOA7IIV","78.17","5","merchant__clothing","54.64","2022-10-06 00:20:52","2022-10-06 00:20:52"
"R-4QSRYY2J","O-XWNF4RZU","P-HNI2QR67","C-LISJU9JL","23.99","7","merchant__electronics","79.49","2022-10-06 07:58:27","2022-10-06 07:58:27"
"R-H0BK54UG","O-V89UOLNW","P-I1EK2RA1","C-6ZJKDXWY","100.19","4","merchant__electronics","430.59","2022-10-06 10:06:12","2022-10-06 10:06:12"
"R-BXY4C0E2","O-BMMHCKTP","P-4NZA2QGO","C-74UTQ6QU","743.36","1","merchant__electronics","833.56","2022-10-06 18:13:28","2022-10-06 18:13:28"
"R-5VOW2WT4","O-N57D7XC4","P-TLNTAS8N","C-ZWOFC9V7","232.9","2","merchant__electronics","507.19","2022-10-06 22:19:43","2022-10-06 22:19:43"
"R-V9IZ62N2","O-D1SDBH70","P-3QEYGQT6","C-9LAD4RCW","369.4","6","merchant__bigboxretailer","406.19","2022-10-07 00:22:29","2022-10-07 00:22:29"
"R-726KFG56","O-Y7HHBN2J","P-3QEYGQT6","C-J6TSF1WR","408.64","1","merchant__electronics","511.76","2022-10-07 05:16:38","2022-10-07 05:16:38"
"R-EIGBDCEJ","O-Y8QFEP5N","P-OZOXVVH9","C-O54HI8RP","374.59","7","merchant__bigboxretailer","491.36","2022-10-07 09:56:07","2022-10-07 09:56:07"
"R-J9M9ID7O","O-FQZ8EQ7G","P-ZHBUWTA0","C-DRJEIRGF","58.11","9","merchant__electronics","554.63","2022-10-07 12:52:49","2022-10-07 12:52:49"
"R-AZVMDEH3","O-IG5IGFOD","P-QQ2OV12P","C-DEF19UVV","805.86","10","merchant__bigboxretailer","644.27","2022-10-07 13:07:24","2022-10-07 13:07:24"
"R-29FB6QGL","O-TV6Z8WFG","P-QTCC1QZX","C-4U7GKNAQ","72.72","9","merchant__bigboxretailer","170.39","2022-10-07 16:35:12","2022-10-07 16:35:12"
"R-N0UR8OBJ","O-VSIHXT9F","P-WXWJ1PQH","C-494TNLWJ","529.68","7","merchant__electronics","411.6","2022-10-07 18:34:17","2022-10-07 18:34:17"
"R-6DJUM9AU","O-N57D7XC4","P-4KW88B3C","C-ZWOFC9V7","3.28","2","merchant__electronics","6.08","2022-10-07 22:30:55","2022-10-07 22:30:55"
"R-VQVV4WJU","O-D1SDBH70","P-QTCC1QZX","C-9LAD4RCW","281.01","3","merchant__bigboxretailer","899.76","2022-10-08 01:42:12","2022-10-08 01:42:12"
"R-2TIIIUWM","O-IDKEOEGO","P-B01VWS38","C-1ZWWJZQY","35.32","7","merchant__electronics","76.36","2022-10-08 11:29:19","2022-10-08 11:29:19"
"R-IN5UGM4Z","O-RCLJJOBM","P-HNI2QR67","C-N9VQ2E3Y","31.19","1","merchant__bigboxretailer","312.73","2022-10-08 15:48:09","2022-10-08 15:48:09"
"R-N2VWS9EY","O-OPWENIKP","P-9JXUBEF9","C-7D7DM9T1","53.42","10","merchant__bigboxretailer","103.81","2022-10-09 05:41:12","2022-10-09 05:41:12"
"R-ZI3UAOM0","O-RYCP5XKA","P-XSZP9R64","C-CTQBQUQZ","85.81","6","merchant__bigboxretailer","83.75","2022-10-09 07:33:37","2022-10-09 07:33:37"
"R-20SIOJ1P","O-YJOXEN6K","P-TB2IC3IY","C-CJ2LSKOW","13.98","8","merchant__clothing","121.93","2022-10-09 09:57:13","2022-10-09 09:57:13"
"R-8YOOUKTM","O-CW48X2PI","P-AOCIVY7V","C-6A84M97T","129.06","1","merchant__electronics","170.24","2022-10-09 12:02:34","2022-10-09 12:02:34"
"R-AA6FI50B","O-YVMUCL80","P-QQ2OV12P","C-LCTUKAUQ","275.8","1","merchant__clothing","196.78","2022-10-09 12:18:05","2022-10-09 12:18:05"
"R-B0LIPNQN","O-MG2D01WC","P-0Q97ST2J","C-KQZOSORW","24.3","8","merchant__clothing","965.58","2022-10-09 13:58:30","2022-10-09 13:58:30"
"R-Q93RMWCR","O-IDKEOEGO","P-I1EK2RA1","C-1ZWWJZQY","556.39","2","merchant__electronics","547.53","2022-10-09 14:11:49","2022-10-09 14:11:49"
"R-W2XNDDB4","O-RYCP5XKA","P-XK8I8GS4","C-CTQBQUQZ","150.74","8","merchant__bigboxretailer","603.2","2022-10-09 16:29:59","2022-10-09 16:29:59"
"R-RF2QPIRG","O-VLIYRUR9","P-WXWJ1PQH","C-RBBBF73L","684.47","10","merchant__electronics","764.81","2022-10-09 18:12:14","2022-10-09 18:12:14"
"R-8727ML2P","O-OL3OVIAM","P-RMA7V2ST","C-ITJX2P34","131.46","6","merchant__bigboxretailer","175.84","2022-10-10 06:13:00","2022-10-10 06:13:00"
"R-EEAC5I9A","O-N57D7XC4","P-B01VWS38","C-ZWOFC9V7","12.69","8","merchant__electronics","19.26","2022-10-10 06:21:30","2022-10-10 06:21:30"
"R-KAKH0NLF","O-GI4HY5VM","P-UUC7BMGK","C-RKBY3S4K","415.77","2","merchant__clothing","430.68","2022-10-10 07:23:39","2022-10-10 07:23:39"
"R-AHHZQF86","O-Y8QFEP5N","P-FIILZP9M","C-O54HI8RP","31.92","6","merchant__bigboxretailer","51.09","2022-10-10 10:04:59","2022-10-10 10:04:59"
"R-G91QXIZR","O-VLIYRUR9","P-AOCIVY7V","C-RBBBF73L","696.88","10","merchant__electronics","534.91","2022-10-10 12:10:53","2022-10-10 12:10:53"
"R-EO0L2S1B","O-FAFSP2IE","P-208LVORM","C-AR4UTDSW","378.68","4","merchant__clothing","424.36","2022-10-10 18:37:59","2022-10-10 18:37:59"
"R-IUIBZPMW","O-WTG12F2W","P-KODMDODH","C-1ZN2ZJDF","500.73","1","merchant__bigboxretailer","485.14","2022-10-10 19:18:12","2022-10-10 19:18:12"
"R-FIJJI0DK","O-54OREMRQ","P-MC5L29EJ","C-DXUZW9LE","100.23","10","merchant__bigboxretailer","345.26","2022-10-10 19:28:54","2022-10-10 19:28:54"
"R-133UKWDJ","O-N57D7XC4","P-3UGI5Q6N","C-ZWOFC9V7","408.52","5","merchant__electronics","394.89","2022-10-10 21:02:55","2022-10-10 21:02:55"
"R-FVCPBO0Q","O-0AA419WS","P-V8JCV0J1","C-R7NP3E5U","101.08","7","merchant__bigboxretailer","179.44","2022-10-10 22:56:42","2022-10-10 22:56:42"
"R-Y3ISY877","O-MBMOL5OS","P-UUC7BMGK","C-44W64TFN","14.32","2","merchant__clothing","636.84","2022-10-11 04:37:02","2022-10-11 04:37:02"
"R-8Q01702R","O-RCLJJOBM","P-1DCQEQ1D","C-N9VQ2E3Y","121.64","10","merchant__bigboxretailer","119.21","2022-10-11 14:41:11","2022-10-11 14:41:11"
"R-LZKE3N8W","O-8PVH68DT","P-XLCOJWPX","C-G4MLAH25","266.09","9","merchant__bigboxretailer","478.34","2022-10-11 19:24:44","2022-10-11 19:24:44"
"R-82OUP485","O-P9MEHFHR","P-3UGI5Q6N","C-6O2U1HI2","393.93","3","merchant__electronics","520.7","2022-10-12 08:53:13","2022-10-12 08:53:13"
"R-Y9WFGAUX","O-MAII5SFO","P-KODMDODH","C-A56PADAZ","78.13","10","merchant__bigboxretailer","58.07","2022-10-12 12:11:05","2022-10-12 12:11:05"
"R-WDNZO6HE","O-1RKVJ1OG","P-4CG2IOLF","C-EX7Q59SW","233.06","4","merchant__electronics","477.17","2022-10-12 13:55:27","2022-10-12 13:55:27"
"R-PQ3D7VML","O-VLIYRUR9","P-2PS6UREM","C-RBBBF73L","378.38","3","merchant__electronics","438.35","2022-10-12 15:54:51","2022-10-12 15:54:51"
"R-KAVWE1BF","O-IG5IGFOD","P-5OZ3VDM1","C-DEF19UVV","8.49","4","merchant__bigboxretailer","16.76","2022-10-12 17:49:41","2022-10-12 17:49:41"
"R-AEAYYC45","O-VLIYRUR9","P-ZHBUWTA0","C-RBBBF73L","36.47","3","merchant__electronics","78.51","2022-10-12 17:55:58","2022-10-12 17:55:58"
"R-X5JN8A0P","O-POF4CSOH","P-3UGI5Q6N","C-ODFHLU4K","256.68","10","merchant__electronics","858.3","2022-10-12 19:41:43","2022-10-12 19:41:43"
"R-3L1FC2Z2","O-HUI79I08","P-WJ02AIHW","C-S83LS2ZD","56.13","5","merchant__electronics","325.47","2022-10-12 20:44:32","2022-10-12 20:44:32"
"R-4KSEDASD","O-VBSO8O3P","P-Z1MH6RU4","C-CTQBQUQZ","78.71","9","merchant__bigboxretailer","192.34","2022-10-13 07:12:21","2022-10-13 07:12:21"
"R-1SRLF3GY","O-4HHWIL9N","P-6GC7XGPK","C-HOC6478D","306.16","1","merchant__electronics","299.83","2022-10-13 10:13:00","2022-10-13 10:13:00"
"R-W0WRUVJX","O-YJOXEN6K","P-5TTT376E","C-CJ2LSKOW","110.04","3","merchant__clothing","163.67","2022-10-13 12:48:42","2022-10-13 12:48:42"
"R-YDMDRPES","O-PKLZNRH7","P-Z59F8USY","C-SBX20VBC","25.35","2","merchant__electronics","154.35","2022-10-13 15:52:53","2022-10-13 15:52:53"
"R-U05YTTD9","O-IG5IGFOD","P-OZOXVVH9","C-DEF19UVV","33.61","4","merchant__bigboxretailer","65.55","2022-10-13 17:53:19","2022-10-13 17:53:19"
"R-F97NCEP4","O-ETGUNKK7","P-ZHBUWTA0","C-9G7H3XVH","144.05","8","merchant__electronics","561.19","2022-10-13 18:49:54","2022-10-13 18:49:54"
"R-N3OFA6TW","O-887TQNKB","P-KTIPZKCX","C-YHF9S1PH","35.81","1","merchant__electronics","63.75","2022-10-13 20:30:04","2022-10-13 20:30:04"
"R-PKY3JABZ","O-C2A4YKDO","P-0EHNKABW","C-5NKHBZF9","13.73","5","merchant__electronics","458.31","2022-10-13 21:12:27","2022-10-13 21:12:27"
"R-HIVRGUQO","O-GI4HY5VM","P-JZ1G5P39","C-RKBY3S4K","247.32","10","merchant__clothing","684.61","2022-10-14 06:46:17","2022-10-14 06:46:17"
"R-J8OASF4X","O-ETGUNKK7","P-XLCOJWPX","C-9G7H3XVH","502.42","8","merchant__electronics","487.2","2022-10-14 10:19:56","2022-10-14 10:19:56"
"R-M289LPOB","O-MAII5SFO","P-IATI6E7C","C-A56PADAZ","84.81","6","merchant__bigboxretailer","538.98","2022-10-14 11:36:28","2022-10-14 11:36:28"
"R-OZHOJFO8","O-8K2CV2T5","P-V8JCV0J1","C-37WAIKG8","155.78","2","merchant__clothing","274.92","2022-10-14 16:02:09","2022-10-14 16:02:09"
"R-BB62804W","O-WTG12F2W","P-6GC7XGPK","C-1ZN2ZJDF","77.37","8","merchant__bigboxretailer","684.21","2022-10-14 16:02:46","2022-10-14 16:02:46"
"R-UVRAY2L1","O-TV6Z8WFG","P-VOEIYK0G","C-4U7GKNAQ","153.83","8","merchant__bigboxretailer","120.79","2022-10-14 16:39:19","2022-10-14 16:39:19"
"R-ND6WY65M","O-887TQNKB","P-YHQL78FM","C-YHF9S1PH","112.18","7","merchant__electronics","223.06","2022-10-14 17:10:52","2022-10-14 17:10:52"
"R-YLJR7XBM","O-RCLJJOBM","P-IW00QT67","C-N9VQ2E3Y","66.8","6","merchant__bigboxretailer","53.24","2022-10-14 18:42:04","2022-10-14 18:42:04"
"R-QCULASCI","O-8PVH68DT","P-JFNWQIFR","C-G4MLAH25","267.46","2","merchant__bigboxretailer","167.43","2022-10-14 19:20:00","2022-10-14 19:20:00"
"R-394D99LZ","O-TOZY5M23","P-ISSHH50H","C-4RJNAW6R","41.58","1","merchant__electronics","58.76","2022-10-15 00:03:28","2022-10-15 00:03:28"
"R-LF09XP2H","O-YAJCC1RW","P-KYRSOO4D","C-8NJYPEBS","26.79","7","merchant__bigboxretailer","35.08","2022-10-15 03:23:55","2022-10-15 03:23:55"
"R-31FUZWIL","O-28BEGB6C","P-BZG799N1","C-G1T0ZDQU","307.2","10","merchant__electronics","782.09","2022-10-15 06:50:45","2022-10-15 06:50:45"
"R-B22Q364X","O-028C764M","P-IW00QT67","C-AEB96FDJ","4.94","3","merchant__bigboxretailer","9.87","2022-10-15 08:25:00","2022-10-15 08:25:00"
"R-I02F5B36","O-1RKVJ1OG","P-YHQL78FM","C-EX7Q59SW","266.34","2","merchant__electronics","198.96","2022-10-15 10:02:31","2022-10-15 10:02:31"
"R-JJFNRF15","O-IKB34RZH","P-0EHNKABW","C-NDG61SX5","455.7","3","merchant__electronics","455.11","2022-10-15 12:47:36","2022-10-15 12:47:36"
"R-06QKJS7I","O-2NXG2O1A","P-AOCIVY7V","C-CRTCFXSY","48.26","2","merchant__electronics","79.66","2022-10-15 15:55:02","2022-10-15 15:55:02"
"R-JUVCPVSH","O-F740T4GH","P-Z59F8USY","C-ZJPVM10K","9.54","4","merchant__clothing","114.76","2022-10-15 15:56:26","2022-10-15 15:56:26"
"R-ADFRXEUS","O-8K2CV2T5","P-RMA7V2ST","C-37WAIKG8","134.2","10","merchant__clothing","688.6","2022-10-15 16:16:00","2022-10-15 16:16:00"
"R-20MQKQ65","O-PKLZNRH7","P-WXWJ1PQH","C-SBX20VBC","662.79","6","merchant__electronics","546.54","2022-10-15 17:25:59","2022-10-15 17:25:59"
"R-18XQZ3QX","O-FAFSP2IE","P-T84X228E","C-AR4UTDSW","32.95","8","merchant__clothing","22.67","2022-10-15 18:36:06","2022-10-15 18:36:06"
"R-CT0WMAMA","O-IDKEOEGO","P-EHKJYGAL","C-1ZWWJZQY","804.2","8","merchant__electronics","774.1","2022-10-16 20:09:58","2022-10-16 20:09:58"
"R-VT7GJ86P","O-0YEMTPFH","P-MPQ6WXMT","C-494TNLWJ","538.29","1","merchant__electronics","544.1","2022-10-16 21:15:31","2022-10-16 21:15:31"
"R-HVVH3JJR","O-QH14WN6J","P-KODMDODH","C-TWW6GJ20","178.54","5","merchant__electronics","356.74","2022-10-16 21:55:02","2022-10-16 21:55:02"
"R-B10876NO","O-8PVH68DT","P-VWPB01YN","C-G4MLAH25","102.13","2","merchant__bigboxretailer","421.78","2022-10-17 08:26:49","2022-10-17 08:26:49"
"R-D8Q1K8XF","O-GI4HY5VM","P-4NZA2QGO","C-RKBY3S4K","715.79","8","merchant__clothing","590.8","2022-10-17 08:30:15","2022-10-17 08:30:15"
"R-0SJK3MDH","O-POF4CSOH","P-KTIPZKCX","C-ODFHLU4K","160.97","1","merchant__electronics","202.56","2022-10-17 15:06:12","2022-10-17 15:06:12"
"R-8D3RH9PI","O-VBSO8O3P","P-XSZP9R64","C-CTQBQUQZ","398.39","9","merchant__bigboxretailer","433.62","2022-10-17 16:53:56","2022-10-17 16:53:56"
"R-7LRLDB1L","O-MBJ7TDRV","P-6GC7XGPK","C-5MX52VV1","187.59","5","merchant__bigboxretailer","382.76","2022-10-17 22:14:51","2022-10-17 22:14:51"
"R-D8RB38ZL","O-564XBU8L","P-KYRSOO4D","C-QCRJL2WM","17.97","9","merchant__bigboxretailer","41.21","2022-10-17 22:22:05","2022-10-17 22:22:05"
"R-QE5QJWGJ","O-PECXP52X","P-2PS6UREM","C-43QCM6LU","87.16","1","merchant__electronics","327.31","2022-10-17 22:48:23","2022-10-17 22:48:23"
"R-V8ZJ62EW","O-31OKTE4Q","P-YHQL78FM","C-NU096D0D","506.46","5","merchant__electronics","682.56","2022-10-18 11:04:42","2022-10-18 11:04:42"
"R-AT7OYGXS","O-0GLPH5OH","P-EHKJYGAL","C-PXF5BRJ0","124.84","8","merchant__electronics","322.1","2022-10-18 12:15:47","2022-10-18 12:15:47"
"R-QXJTOQU5","O-W60BBQ6A","P-3QEYGQT6","C-XKKH7OLV","275.11","6","merchant__electronics","817.43","2022-10-18 12:19:32","2022-10-18 12:19:32"
"R-MAOYFG0O","O-8K2CV2T5","P-B01VWS38","C-37WAIKG8","257.93","8","merchant__clothing","264.94","2022-10-18 15:41:42","2022-10-18 15:41:42"
"R-40DD1455","O-PKLZNRH7","P-I1EK2RA1","C-SBX20VBC","640.27","5","merchant__electronics","723.26","2022-10-18 16:29:05","2022-10-18 16:29:05"
"R-MS86FOJN","O-8K2CV2T5","P-TB2IC3IY","C-37WAIKG8","27.47","4","merchant__clothing","314.31","2022-10-18 17:23:03","2022-10-18 17:23:03"
"R-UTE6BY1A","O-POF4CSOH","P-QCFV8W45","C-ODFHLU4K","214.05","7","merchant__electronics","302.51","2022-10-18 20:30:17","2022-10-18 20:30:17"
"R-6NQJHQQY","O-887TQNKB","P-B01VWS38","C-YHF9S1PH","190.97","6","merchant__electronics","217.8","2022-10-18 20:31:31","2022-10-18 20:31:31"
"R-DTNO7VYS","O-BLHVF3KX","P-6GC7XGPK","C-SDV10G99","84.58","8","merchant__electronics","809.66","2022-10-19 01:45:07","2022-10-19 01:45:07"
"R-KBLZKX2W","O-63UBN6M3","P-3QEYGQT6","C-P9VSG3FR","141.23","7","merchant__electronics","576.71","2022-10-19 08:27:25","2022-10-19 08:27:25"
"R-OAO0I65N","O-UHRRVN8G","P-4NZA2QGO","C-39MG68O7","142.12","9","merchant__clothing","172.4","2022-10-19 12:08:56","2022-10-19 12:08:56"
"R-ZNV631ZH","O-PECXP52X","P-KTIPZKCX","C-43QCM6LU","43.02","9","merchant__electronics","193.41","2022-10-19 18:04:07","2022-10-19 18:04:07"
"R-GPGB7CKQ","O-OE3W8FGM","P-MPQ6WXMT","C-UJOLMEMN","206.4","5","merchant__electronics","230.29","2022-10-19 20:42:47","2022-10-19 20:42:47"
"R-IJI06Z0Z","O-BLHVF3KX","P-TLNTAS8N","C-SDV10G99","197.78","1","merchant__electronics","261.59","2022-10-20 03:46:11","2022-10-20 03:46:11"
"R-BTVEVZGI","O-J854EGEE","P-4T2DYSGY","C-R1C6QT12","140.56","10","merchant__bigboxretailer","415.67","2022-10-20 13:45:18","2022-10-20 13:45:18"
"R-YSD5GR1T","O-LR5TDI6U","P-VOEIYK0G","C-PN1WO5SV","403.01","4","merchant__bigboxretailer","360.19","2022-10-20 14:37:46","2022-10-20 14:37:46"
"R-5THQFZ3F","O-QCLNHAN8","P-EHKJYGAL","C-SZYBO4MF","97.4","9","merchant__electronics","140.37","2022-10-20 15:40:09","2022-10-20 15:40:09"
"R-CKLX3SYV","O-2QPPZ109","P-XK8I8GS4","C-A36EF7XP","163.83","4","merchant__bigboxretailer","322.74","2022-10-20 15:41:28","2022-10-20 15:41:28"
"R-ZAEFJQVA","O-LR5TDI6U","P-ODTOG0C1","C-PN1WO5SV","215.05","2","merchant__bigboxretailer","263.17","2022-10-20 15:43:03","2022-10-20 15:43:03"
"R-67Q08SR5","O-OE3W8FGM","P-HNI2QR67","C-UJOLMEMN","144.04","1","merchant__electronics","312.02","2022-10-20 17:39:13","2022-10-20 17:39:13"
"R-ERFOWQEI","O-GX6I2HJQ","P-XLCOJWPX","C-L0PX02JP","7.03","10","merchant__bigboxretailer","5.29","2022-10-20 19:47:23","2022-10-20 19:47:23"
"R-HKBZ52NU","O-63UBN6M3","P-MPQ6WXMT","C-P9VSG3FR","113.71","7","merchant__electronics","740.62","2022-10-20 20:28:51","2022-10-20 20:28:51"
"R-ZDQ4AYRY","O-MBJ7TDRV","P-XK8I8GS4","C-5MX52VV1","123.85","8","merchant__bigboxretailer","566.56","2022-10-20 21:42:21","2022-10-20 21:42:21"
"R-TLD93GVG","O-YAJCC1RW","P-VWPB01YN","C-8NJYPEBS","99.51","1","merchant__bigboxretailer","114.74","2022-10-21 02:42:14","2022-10-21 02:42:14"
"R-Q12022WA","O-9YK9W6KY","P-TLNTAS8N","C-JK68ST1G","313.06","5","merchant__clothing","261.4","2022-10-21 02:42:56","2022-10-21 02:42:56"
"R-WW9Z80PR","O-BLHVF3KX","P-QCFV8W45","C-SDV10G99","204.25","6","merchant__electronics","248.92","2022-10-21 04:37:54","2022-10-21 04:37:54"
"R-RB281YGE","O-0C028S23","P-4NZA2QGO","C-5VH5E99D","356.52","10","merchant__electronics","504.76","2022-10-21 08:41:23","2022-10-21 08:41:23"
"R-NJEB1Z9O","O-0GLPH5OH","P-4CG2IOLF","C-PXF5BRJ0","140.2","4","merchant__electronics","354.31","2022-10-21 09:59:12","2022-10-21 09:59:12"
"R-75A5BGZW","O-0GLPH5OH","P-KTIPZKCX","C-PXF5BRJ0","888.84","6","merchant__electronics","703.59","2022-10-21 11:31:19","2022-10-21 11:31:19"
"R-B322ZVPI","O-6E8ESVMU","P-ZHBUWTA0","C-KU9ENAQ8","415.5","3","merchant__electronics","423.02","2022-10-21 11:56:35","2022-10-21 11:56:35"
"R-FV0HJOHO","O-XHPJJBED","P-1DCQEQ1D","C-88ROZTS1","99.17","2","merchant__bigboxretailer","112.65","2022-10-21 12:53:56","2022-10-21 12:53:56"
"R-8L333XQ6","O-C2A4YKDO","P-4CG2IOLF","C-5NKHBZF9","298.37","2","merchant__electronics","502.78","2022-10-21 18:15:09","2022-10-21 18:15:09"
"R-VKH3TB1Q","O-MPGJ75G3","P-WXWJ1PQH","C-NC202IG5","599.71","1","merchant__electronics","669.9","2022-10-21 18:15:59","2022-10-21 18:15:59"
"R-HOLC5PVL","O-0C028S23","P-ISSHH50H","C-5VH5E99D","787.5","1","merchant__electronics","941.27","2022-10-21 18:16:45","2022-10-21 18:16:45"
"R-S5Z0C6V1","O-63UBN6M3","P-ISSHH50H","C-P9VSG3FR","6.34","2","merchant__electronics","7.05","2022-10-21 18:38:27","2022-10-21 18:38:27"
"R-AKOPS7OO","O-887TQNKB","P-WJ02AIHW","C-YHF9S1PH","125.93","9","merchant__electronics","194.05","2022-10-21 18:40:40","2022-10-21 18:40:40"
"R-N3MD8WRY","O-POF4CSOH","P-EHKJYGAL","C-ODFHLU4K","27.84","2","merchant__electronics","108.54","2022-10-21 20:32:55","2022-10-21 20:32:55"
"R-A2ZGN25A","O-6384ARSR","P-KTIPZKCX","C-XKS15Q4G","51.46","10","merchant__electronics","33.34","2022-10-21 21:16:33","2022-10-21 21:16:33"
"R-F024LHM0","O-P98W6VHR","P-Z59F8USY","C-FHIEIOI5","771.52","9","merchant__electronics","693.75","2022-10-22 10:03:50","2022-10-22 10:03:50"
"R-AE69JVOL","O-IQEMOAA4","P-ZHBUWTA0","C-ZR62FEL7","551.28","2","merchant__electronics","431.15","2022-10-22 10:30:13","2022-10-22 10:30:13"
"R-ZVYL3BVS","O-0GLPH5OH","P-WJ02AIHW","C-PXF5BRJ0","499.76","8","merchant__electronics","483.91","2022-10-22 10:31:19","2022-10-22 10:31:19"
"R-KJCNYIY5","O-0N0Z7C0A","P-MC5L29EJ","C-XL2N62QL","137.12","7","merchant__bigboxretailer","134.05","2022-10-22 11:27:21","2022-10-22 11:27:21"
"R-P757B65I","O-5AKU7KZY","P-4NZA2QGO","C-43QCM6LU","605.91","9","merchant__electronics","410.35","2022-10-22 15:14:25","2022-10-22 15:14:25"
"R-KJQQHA39","O-IQEMOAA4","P-2PS6UREM","C-ZR62FEL7","556.38","7","merchant__electronics","459.04","2022-10-22 15:31:11","2022-10-22 15:31:11"
"R-GW0T2DRI","O-1IACK8JY","P-I2U4S51T","C-I0SDFRMH","474.23","4","merchant__clothing","528.92","2022-10-22 15:35:14","2022-10-22 15:35:14"
"R-D73JEY8U","O-W60BBQ6A","P-KODMDODH","C-XKKH7OLV","90.68","8","merchant__electronics","258.04","2022-10-22 17:38:08","2022-10-22 17:38:08"
"R-1Z26CTAE","O-YSQGJ382","P-WXWJ1PQH","C-09HRWA02","81.86","3","merchant__electronics","133.42","2022-10-22 18:58:35","2022-10-22 18:58:35"
"R-M624HF7P","O-GX6I2HJQ","P-KODMDODH","C-L0PX02JP","235.4","6","merchant__bigboxretailer","359.02","2022-10-22 19:48:10","2022-10-22 19:48:10"
"R-88LRAPMJ","O-06AP90LT","P-0EHNKABW","C-PXF5BRJ0","435.4","3","merchant__electronics","645.71","2022-10-22 20:42:06","2022-10-22 20:42:06"
"R-3L8MPFOL","O-RY4GA8I9","P-I1EK2RA1","C-S7MRDY8S","166.16","7","merchant__electronics","807.84","2022-10-22 22:30:11","2022-10-22 22:30:11"
"R-PBXF095V","O-YSQGJ382","P-I1EK2RA1","C-09HRWA02","34.26","4","merchant__electronics","254.86","2022-10-22 22:59:17","2022-10-22 22:59:17"
"R-9GYXTEX7","O-PECXP52X","P-EHKJYGAL","C-43QCM6LU","448.09","3","merchant__electronics","415.38","2022-10-23 00:53:56","2022-10-23 00:53:56"
"R-BKVYH21T","O-BTI06A9T","P-6YXUDZDH","C-92HGD334","117.74","3","merchant__electronics","159.62","2022-10-23 12:30:06","2022-10-23 12:30:06"
"R-18AAX2VY","O-AMOZ8SUV","P-UUC7BMGK","C-FMYUS395","627.38","4","merchant__clothing","766.75","2022-10-23 14:10:18","2022-10-23 14:10:18"
"R-TFAJXSIJ","O-PO9O7FWD","P-TLNTAS8N","C-D37PX0PC","139.94","6","merchant__electronics","828.1","2022-10-23 14:12:06","2022-10-23 14:12:06"
