"monthly_inventory_id","product__product_id","inventory_month","monthly_quantity_eom","wdf__client_id","monthly_quantity_bom","date"
"M-0XCVXYHP","P-S9SV88ZB","2022-09-01","10251","merchant__bigboxretailer","10700","2022-09-01 00:00:00"
"M-2FWX1P7P","P-PICZSIFB","2022-09-01","9868","merchant__bigboxretailer","10378","2022-09-01 00:00:00"
"M-M4ZWJT3D","P-8Q7E4XWL","2022-09-01","9666","merchant__bigboxretailer","10237","2022-09-01 00:00:00"
"M-HYRW4S7L","P-ZB7UQRXA","2022-09-01","9318","merchant__bigboxretailer","9784","2022-09-01 00:00:00"
"M-BH4GJBRV","P-YLYHG9DI","2022-09-01","9080","merchant__bigboxretailer","9493","2022-09-01 00:00:00"
"M-ST88K5JB","P-GG6SRFRI","2022-09-01","10227","merchant__bigboxretailer","10730","2022-09-01 00:00:00"
"M-CQV0AMCT","P-MBVSWRQE","2022-09-01","10189","merchant__bigboxretailer","10681","2022-09-01 00:00:00"
"M-9D70ZMWG","P-WC5UB7OD","2022-09-01","9569","merchant__bigboxretailer","9987","2022-09-01 00:00:00"
"M-L8WDIE8L","P-33JGK6R3","2022-09-01","9115","merchant__bigboxretailer","9579","2022-09-01 00:00:00"
"M-EKY4Q68Z","P-I40CH1VY","2022-09-01","9747","merchant__bigboxretailer","10080","2022-09-01 00:00:00"
"M-PQWQTP84","P-LCNYTMRM","2022-09-01","9671","merchant__bigboxretailer","10154","2022-09-01 00:00:00"
"M-NPYG30U4","P-FKL70JPO","2022-09-01","9635","merchant__bigboxretailer","10150","2022-09-01 00:00:00"
"M-UUAN32ZJ","P-PDBC8R3I","2022-09-01","8888","merchant__bigboxretailer","9395","2022-09-01 00:00:00"
"M-9JWEPYYD","P-BLJ9N6B1","2022-09-01","10245","merchant__bigboxretailer","10714","2022-09-01 00:00:00"
"M-2HAKLXUM","P-GK4GAM4E","2022-09-01","9158","merchant__bigboxretailer","9619","2022-09-01 00:00:00"
"M-61MRPL0M","P-RGWCH2QE","2022-09-01","10542","merchant__bigboxretailer","10932","2022-09-01 00:00:00"
"M-MHS5A0J3","P-18Z2UEJ2","2022-09-01","9930","merchant__bigboxretailer","10380","2022-09-01 00:00:00"
"M-X54Z9TFY","P-CQTSDEI3","2022-09-01","9501","merchant__bigboxretailer","9963","2022-09-01 00:00:00"
"M-DGXAAOGZ","P-YDFVJOZ9","2022-09-01","9257","merchant__bigboxretailer","9625","2022-09-01 00:00:00"
"M-4YD22RPY","P-XHSAEDLK","2022-09-01","10274","merchant__bigboxretailer","10733","2022-09-01 00:00:00"
"M-UK6F28CO","P-0O7TA9NL","2022-09-01","9999","merchant__bigboxretailer","10574","2022-09-01 00:00:00"
"M-NYV7SU1H","P-9VGAX24L","2022-09-01","9330","merchant__bigboxretailer","9812","2022-09-01 00:00:00"
"M-VTNCFOX7","P-O4AYKOW8","2022-09-01","10224","merchant__bigboxretailer","10732","2022-09-01 00:00:00"
"M-UP3E1QLE","P-0S9Y7C8H","2022-09-01","10064","merchant__bigboxretailer","10570","2022-09-01 00:00:00"
"M-HTRNDFMN","P-3WHQ8JB1","2022-09-01","9230","merchant__bigboxretailer","9647","2022-09-01 00:00:00"
"M-AI1TXLD7","P-WLIINZZA","2022-09-01","9651","merchant__bigboxretailer","10112","2022-09-01 00:00:00"
"M-0MO604HN","P-KBM2MXOA","2022-09-01","9767","merchant__bigboxretailer","10249","2022-09-01 00:00:00"
"M-W7MO8BGI","P-G1EAU5X7","2022-09-01","10261","merchant__bigboxretailer","10710","2022-09-01 00:00:00"
"M-4KH5ZSM3","P-43WKFSAY","2022-09-01","9512","merchant__bigboxretailer","10084","2022-09-01 00:00:00"
"M-9EC55KMQ","P-D74LH52Z","2022-09-01","9539","merchant__bigboxretailer","10031","2022-09-01 00:00:00"
"M-G5S40VUD","P-9584CF34","2022-09-01","10148","merchant__bigboxretailer","10653","2022-09-01 00:00:00"
"M-SQL2N8GA","P-6W0RXJIJ","2022-09-01","9947","merchant__bigboxretailer","10507","2022-09-01 00:00:00"
"M-Y1RUEVLM","P-9E2QWWYF","2022-09-01","15445","merchant__electronics","16263","2022-09-01 00:00:00"
"M-W5L0RVC0","P-VVFU1JSD","2022-09-01","15790","merchant__electronics","16621","2022-09-01 00:00:00"
"M-V20BZM7A","P-UWZBNWBF","2022-09-01","16192","merchant__electronics","16846","2022-09-01 00:00:00"
"M-EIOR7NBM","P-QJM9CGOC","2022-09-01","16314","merchant__electronics","17040","2022-09-01 00:00:00"
"M-9HGHNPNU","P-AP2VLH9R","2022-09-01","16040","merchant__electronics","16787","2022-09-01 00:00:00"
"M-06EX0LSX","P-F7E5IX2B","2022-09-01","16603","merchant__electronics","17466","2022-09-01 00:00:00"
"M-MQYEONFE","P-WELC80UL","2022-09-01","16441","merchant__electronics","17189","2022-09-01 00:00:00"
"M-HR5CPPGM","P-IZ01YCC0","2022-09-01","16571","merchant__electronics","17373","2022-09-01 00:00:00"
"M-NHWLAS5M","P-Z8YAFBZT","2022-09-01","16731","merchant__electronics","17440","2022-09-01 00:00:00"
"M-M1TCHR60","P-SF7F2R8W","2022-09-01","16858","merchant__electronics","17621","2022-09-01 00:00:00"
"M-S7X82I4M","P-HYD6V6R6","2022-09-01","15727","merchant__electronics","16516","2022-09-01 00:00:00"
"M-Z9VV3VAQ","P-LYKV1PFD","2022-09-01","16032","merchant__electronics","16747","2022-09-01 00:00:00"
"M-WEC561X5","P-86QVHCKN","2022-09-01","15590","merchant__electronics","16392","2022-09-01 00:00:00"
"M-OBD7TWB6","P-CT29LLIB","2022-09-01","16296","merchant__electronics","17182","2022-09-01 00:00:00"
"M-SASR4Y7W","P-2C2DM5TS","2022-09-01","15700","merchant__electronics","16403","2022-09-01 00:00:00"
"M-997NGV31","P-2CM3ADX9","2022-09-01","16038","merchant__electronics","16682","2022-09-01 00:00:00"
"M-6U1EIVGO","P-LC1GVCVA","2022-09-01","16602","merchant__electronics","17334","2022-09-01 00:00:00"
"M-9N82Y24P","P-81930YFA","2022-09-01","16491","merchant__electronics","17106","2022-09-01 00:00:00"
"M-S6UGRBND","P-J8QNCOER","2022-09-01","16320","merchant__electronics","17039","2022-09-01 00:00:00"
"M-Q9DDZ5PN","P-5MBMB0WZ","2022-09-01","16552","merchant__electronics","17244","2022-09-01 00:00:00"
"M-TVYPZJQH","P-1FJ5TPIN","2022-09-01","343","merchant__electronics","343","2022-09-01 00:00:00"
"M-9OFDHNRT","P-SLNK6RR7","2022-09-01","438","merchant__electronics","438","2022-09-01 00:00:00"
"M-0LB1TJYP","P-2TVAJ7B5","2022-09-01","190","merchant__electronics","190","2022-09-01 00:00:00"
"M-QQ4GBV7Z","P-CEAA4SO6","2022-09-01","532","merchant__electronics","532","2022-09-01 00:00:00"
"M-NVMUCBK0","P-6H7X4WKL","2022-09-01","425","merchant__electronics","425","2022-09-01 00:00:00"
"M-GOGEFQLM","P-6NI7O7PQ","2022-09-01","651","merchant__electronics","651","2022-09-01 00:00:00"
"M-U5JCE8CQ","P-EBTAOP0H","2022-09-01","30","merchant__electronics","30","2022-09-01 00:00:00"
"M-CL7KUOF7","P-NXER8PK7","2022-09-01","981","merchant__electronics","981","2022-09-01 00:00:00"
"M-WLR40M4D","P-72ZJFVDT","2022-09-01","914","merchant__electronics","914","2022-09-01 00:00:00"
"M-JQV999FV","P-6FVM832Y","2022-09-01","706","merchant__electronics","706","2022-09-01 00:00:00"
"M-O06WJD5A","P-IEU0ZQOA","2022-09-01","512","merchant__electronics","512","2022-09-01 00:00:00"
"M-KDUIJWEB","P-M35CA2E9","2022-09-01","82","merchant__electronics","82","2022-09-01 00:00:00"
"M-7KQ7TZW8","P-KG7R8M2L","2022-09-01","679","merchant__electronics","679","2022-09-01 00:00:00"
"M-EY12NDGT","P-TYYC4TYQ","2022-09-01","463","merchant__electronics","463","2022-09-01 00:00:00"
"M-4J7FZTZL","P-SYY6JT1Q","2022-09-01","369","merchant__electronics","369","2022-09-01 00:00:00"
"M-BDE0II27","P-WKDWO58J","2022-09-01","138","merchant__electronics","138","2022-09-01 00:00:00"
"M-ODMYZVSX","P-G75MYA3L","2022-09-01","164","merchant__electronics","164","2022-09-01 00:00:00"
"M-HD6Z1M8Y","P-9NPZMJMF","2022-09-01","564","merchant__electronics","564","2022-09-01 00:00:00"
"M-KR6JWY6O","P-OPA3WYFJ","2022-09-01","698","merchant__electronics","698","2022-09-01 00:00:00"
"M-CIIIULBI","P-2J8Y2UV0","2022-09-01","159","merchant__electronics","159","2022-09-01 00:00:00"
"M-ZN7S5WCP","P-HY4II61Y","2022-09-01","630","merchant__electronics","630","2022-09-01 00:00:00"
"M-AWWA01C6","P-1ILMUXUR","2022-09-01","100","merchant__electronics","100","2022-09-01 00:00:00"
"M-O0IKFEBC","P-Q3DDHVO9","2022-09-01","517","merchant__electronics","517","2022-09-01 00:00:00"
"M-0W1RELGA","P-7YUZFE6E","2022-09-01","468","merchant__electronics","468","2022-09-01 00:00:00"
"M-CR20DGJ7","P-W9FP7F15","2022-09-01","519","merchant__electronics","519","2022-09-01 00:00:00"
"M-S7HI705P","P-T4L7LL0Z","2022-09-01","727","merchant__electronics","727","2022-09-01 00:00:00"
"M-QCFRW9R2","P-SRSOUJM9","2022-09-01","921","merchant__electronics","921","2022-09-01 00:00:00"
"M-4F4NKY3F","P-HSDMHDL8","2022-09-01","301","merchant__electronics","301","2022-09-01 00:00:00"
"M-AJYC08SC","P-PUEZLWDA","2022-09-01","177","merchant__electronics","177","2022-09-01 00:00:00"
"M-O57T2TIY","P-M12YKA1Z","2022-09-01","974","merchant__electronics","974","2022-09-01 00:00:00"
"M-52ZN3N62","P-N1M7DVQ3","2022-09-01","328","merchant__electronics","328","2022-09-01 00:00:00"
"M-RU507A4F","P-8QKO0364","2022-09-01","425","merchant__electronics","425","2022-09-01 00:00:00"
"M-6FDWN3UD","P-3W7QPD97","2022-09-01","15500","merchant__electronics","16203","2022-09-01 00:00:00"
"M-GTN2RVKL","P-ULHRG4GB","2022-09-01","15839","merchant__electronics","16593","2022-09-01 00:00:00"
"M-HQFMRM06","P-3Y7S5IDJ","2022-09-01","16379","merchant__electronics","17136","2022-09-01 00:00:00"
"M-B96EMJWD","P-0UMDKDI8","2022-09-01","16335","merchant__electronics","17183","2022-09-01 00:00:00"
"M-OHM89ES9","P-B133E5GU","2022-09-01","15762","merchant__electronics","16567","2022-09-01 00:00:00"
"M-ZHX27VUU","P-71K5EPIZ","2022-09-01","16479","merchant__electronics","17187","2022-09-01 00:00:00"
"M-MQHYY8PB","P-C62GOWS4","2022-09-01","16996","merchant__electronics","17620","2022-09-01 00:00:00"
"M-4R45VITL","P-S9SV88ZB","2022-09-01","16504","merchant__electronics","17307","2022-09-01 00:00:00"
"M-KIILS5QD","P-PICZSIFB","2022-09-01","16137","merchant__electronics","16860","2022-09-01 00:00:00"
"M-F64555OF","P-8Q7E4XWL","2022-09-01","254","merchant__electronics","254","2022-09-01 00:00:00"
"M-OJ2ZWS4Z","P-ZB7UQRXA","2022-09-01","976","merchant__electronics","976","2022-09-01 00:00:00"
"M-BI2Q1OSX","P-YLYHG9DI","2022-09-01","154","merchant__electronics","154","2022-09-01 00:00:00"
"M-9KY6S7MW","P-GG6SRFRI","2022-09-01","113","merchant__electronics","113","2022-09-01 00:00:00"
"M-LC82EHAL","P-MBVSWRQE","2022-09-01","464","merchant__electronics","464","2022-09-01 00:00:00"
"M-OFUSU3CA","P-WC5UB7OD","2022-09-01","378","merchant__electronics","378","2022-09-01 00:00:00"
"M-G0HTA2MA","P-33JGK6R3","2022-09-01","38","merchant__electronics","38","2022-09-01 00:00:00"
"M-KNF6B5YG","P-I40CH1VY","2022-09-01","607","merchant__electronics","607","2022-09-01 00:00:00"
"M-WAUJP4KM","P-LCNYTMRM","2022-09-01","99","merchant__electronics","99","2022-09-01 00:00:00"
"M-C8ABGY7A","P-FKL70JPO","2022-09-01","579","merchant__electronics","579","2022-09-01 00:00:00"
"M-EH6YYJHA","P-PDBC8R3I","2022-09-01","956","merchant__electronics","956","2022-09-01 00:00:00"
"M-0RLGEY3K","P-BLJ9N6B1","2022-09-01","207","merchant__electronics","207","2022-09-01 00:00:00"
"M-AQ82WR7V","P-GK4GAM4E","2022-09-01","388","merchant__electronics","388","2022-09-01 00:00:00"
"M-RSGAWYDM","P-RGWCH2QE","2022-09-01","828","merchant__electronics","828","2022-09-01 00:00:00"
"M-1GY9OUW3","P-18Z2UEJ2","2022-09-01","721","merchant__electronics","721","2022-09-01 00:00:00"
"M-0V7KLZ1O","P-CQTSDEI3","2022-09-01","752","merchant__electronics","752","2022-09-01 00:00:00"
"M-XYUQVVYE","P-YDFVJOZ9","2022-09-01","743","merchant__electronics","743","2022-09-01 00:00:00"
"M-BJU8X6I5","P-XHSAEDLK","2022-09-01","589","merchant__electronics","589","2022-09-01 00:00:00"
"M-UB4KJQ2V","P-0O7TA9NL","2022-09-01","456","merchant__electronics","456","2022-09-01 00:00:00"
"M-7L5SR3JG","P-9VGAX24L","2022-09-01","180","merchant__electronics","180","2022-09-01 00:00:00"
"M-QTDOWW68","P-O4AYKOW8","2022-09-01","839","merchant__electronics","839","2022-09-01 00:00:00"
"M-QYGDCYPK","P-0S9Y7C8H","2022-09-01","743","merchant__electronics","743","2022-09-01 00:00:00"
"M-ZZKAP1OH","P-3WHQ8JB1","2022-09-01","104","merchant__electronics","104","2022-09-01 00:00:00"
"M-S02X4PLR","P-WLIINZZA","2022-09-01","415","merchant__electronics","415","2022-09-01 00:00:00"
"M-Z4KWL5U5","P-KBM2MXOA","2022-09-01","637","merchant__electronics","637","2022-09-01 00:00:00"
"M-5V628XVW","P-G1EAU5X7","2022-09-01","87","merchant__electronics","87","2022-09-01 00:00:00"
"M-6Z9149U9","P-43WKFSAY","2022-09-01","311","merchant__electronics","311","2022-09-01 00:00:00"
"M-2100LN7K","P-D74LH52Z","2022-09-01","642","merchant__electronics","642","2022-09-01 00:00:00"
"M-35FQ4ZO1","P-9584CF34","2022-09-01","261","merchant__electronics","261","2022-09-01 00:00:00"
"M-CMNSQGRR","P-6W0RXJIJ","2022-09-01","803","merchant__electronics","803","2022-09-01 00:00:00"
"M-K0D0LTQV","P-9E2QWWYF","2022-10-01","4475","merchant__clothing","4695","2022-10-01 00:00:00"
"M-E9WRAUHL","P-VVFU1JSD","2022-10-01","4857","merchant__clothing","5064","2022-10-01 00:00:00"
"M-I3BPSCPH","P-UWZBNWBF","2022-10-01","5133","merchant__clothing","5392","2022-10-01 00:00:00"
"M-VL4NW9RO","P-QJM9CGOC","2022-10-01","5005","merchant__clothing","5194","2022-10-01 00:00:00"
"M-DVQUPNU1","P-AP2VLH9R","2022-10-01","4469","merchant__clothing","4673","2022-10-01 00:00:00"
"M-E6NK8K2B","P-F7E5IX2B","2022-10-01","4502","merchant__clothing","4738","2022-10-01 00:00:00"
"M-GT0QYSZ0","P-WELC80UL","2022-10-01","4371","merchant__clothing","4599","2022-10-01 00:00:00"
"M-6PSUF5XZ","P-IZ01YCC0","2022-10-01","4291","merchant__clothing","4613","2022-10-01 00:00:00"
"M-CPZL33O2","P-Z8YAFBZT","2022-10-01","4240","merchant__clothing","4510","2022-10-01 00:00:00"
"M-83W40YQK","P-SF7F2R8W","2022-10-01","4996","merchant__clothing","5193","2022-10-01 00:00:00"
"M-CR4RGOC8","P-HYD6V6R6","2022-10-01","4774","merchant__clothing","5000","2022-10-01 00:00:00"
"M-MEPH1JL2","P-LYKV1PFD","2022-10-01","5127","merchant__clothing","5419","2022-10-01 00:00:00"
"M-3K7C3UM2","P-86QVHCKN","2022-10-01","4366","merchant__clothing","4622","2022-10-01 00:00:00"
"M-OSNDCXRY","P-CT29LLIB","2022-10-01","4428","merchant__clothing","4636","2022-10-01 00:00:00"
"M-KJN1NQAL","P-2C2DM5TS","2022-10-01","5235","merchant__clothing","5439","2022-10-01 00:00:00"
"M-IUYWSLDD","P-2CM3ADX9","2022-10-01","5477","merchant__clothing","5715","2022-10-01 00:00:00"
"M-FZEK4SBG","P-LC1GVCVA","2022-10-01","4004","merchant__clothing","4304","2022-10-01 00:00:00"
"M-OA8K56HT","P-81930YFA","2022-10-01","4893","merchant__clothing","5100","2022-10-01 00:00:00"
"M-VB03C7N7","P-J8QNCOER","2022-10-01","5118","merchant__clothing","5299","2022-10-01 00:00:00"
"M-22MFE8CQ","P-5MBMB0WZ","2022-10-01","5053","merchant__clothing","5243","2022-10-01 00:00:00"
"M-IWBK3X3K","P-1FJ5TPIN","2022-10-01","4539","merchant__clothing","4797","2022-10-01 00:00:00"
"M-8BOFKGGY","P-SLNK6RR7","2022-10-01","5157","merchant__clothing","5366","2022-10-01 00:00:00"
"M-1XGVQ0ZJ","P-2TVAJ7B5","2022-10-01","4949","merchant__clothing","5223","2022-10-01 00:00:00"
"M-ZD1M1Z0A","P-CEAA4SO6","2022-10-01","4723","merchant__clothing","4921","2022-10-01 00:00:00"
"M-V0154PLC","P-6H7X4WKL","2022-10-01","4647","merchant__clothing","4904","2022-10-01 00:00:00"
"M-XV3UP50X","P-6NI7O7PQ","2022-10-01","4591","merchant__clothing","4847","2022-10-01 00:00:00"
"M-7UBRILG0","P-EBTAOP0H","2022-10-01","4866","merchant__clothing","5111","2022-10-01 00:00:00"
"M-VTBU43L3","P-NXER8PK7","2022-10-01","4911","merchant__clothing","5166","2022-10-01 00:00:00"
"M-L4X5XJ0K","P-72ZJFVDT","2022-10-01","5153","merchant__clothing","5421","2022-10-01 00:00:00"
"M-OEGFWF8X","P-6FVM832Y","2022-10-01","4824","merchant__clothing","5137","2022-10-01 00:00:00"
"M-QBTHV8PQ","P-IEU0ZQOA","2022-10-01","4618","merchant__clothing","4831","2022-10-01 00:00:00"
"M-QHYC0GB5","P-M35CA2E9","2022-10-01","4991","merchant__clothing","5228","2022-10-01 00:00:00"
"M-UZ1N0EYX","P-KG7R8M2L","2022-10-01","4879","merchant__clothing","5154","2022-10-01 00:00:00"
"M-LKC34EL4","P-TYYC4TYQ","2022-10-01","4211","merchant__clothing","4448","2022-10-01 00:00:00"
"M-HE0X8WFE","P-SYY6JT1Q","2022-10-01","5218","merchant__clothing","5539","2022-10-01 00:00:00"
"M-2HCWM8NC","P-WKDWO58J","2022-10-01","4832","merchant__clothing","5107","2022-10-01 00:00:00"
"M-RWGXO6F0","P-G75MYA3L","2022-10-01","4358","merchant__clothing","4614","2022-10-01 00:00:00"
"M-WYT9VM7O","P-9NPZMJMF","2022-10-01","4594","merchant__clothing","4844","2022-10-01 00:00:00"
"M-JOLCJV4M","P-OPA3WYFJ","2022-10-01","4485","merchant__clothing","4674","2022-10-01 00:00:00"
"M-KCMJS03J","P-2J8Y2UV0","2022-10-01","4173","merchant__clothing","4436","2022-10-01 00:00:00"
"M-UOMHCZCW","P-HY4II61Y","2022-10-01","4951","merchant__clothing","5144","2022-10-01 00:00:00"
"M-8G2S665C","P-1ILMUXUR","2022-10-01","4401","merchant__clothing","4599","2022-10-01 00:00:00"
"M-BL5RND3U","P-Q3DDHVO9","2022-10-01","4369","merchant__clothing","4595","2022-10-01 00:00:00"
"M-12ING73T","P-7YUZFE6E","2022-10-01","5188","merchant__clothing","5463","2022-10-01 00:00:00"
"M-KHRLTCZ5","P-W9FP7F15","2022-10-01","4191","merchant__clothing","4407","2022-10-01 00:00:00"
"M-9NMUI6MC","P-T4L7LL0Z","2022-10-01","4304","merchant__clothing","4535","2022-10-01 00:00:00"
"M-W490VT6D","P-SRSOUJM9","2022-10-01","4813","merchant__clothing","5022","2022-10-01 00:00:00"
"M-UMRXNNQG","P-HSDMHDL8","2022-10-01","4467","merchant__clothing","4759","2022-10-01 00:00:00"
"M-6LGF1G5G","P-PUEZLWDA","2022-10-01","4699","merchant__clothing","4966","2022-10-01 00:00:00"
"M-1NGB9MJA","P-M12YKA1Z","2022-10-01","4595","merchant__clothing","4803","2022-10-01 00:00:00"
"M-ABVYAFJ9","P-N1M7DVQ3","2022-10-01","4342","merchant__clothing","4582","2022-10-01 00:00:00"
"M-SZ7KYBQW","P-8QKO0364","2022-10-01","4579","merchant__clothing","4845","2022-10-01 00:00:00"
"M-D916FEQW","P-3W7QPD97","2022-10-01","178","merchant__clothing","178","2022-10-01 00:00:00"
"M-PD8ODZYA","P-ULHRG4GB","2022-10-01","24","merchant__clothing","24","2022-10-01 00:00:00"
"M-KCYTHIZU","P-3Y7S5IDJ","2022-10-01","843","merchant__clothing","843","2022-10-01 00:00:00"
"M-95J0EW0Y","P-0UMDKDI8","2022-10-01","798","merchant__clothing","798","2022-10-01 00:00:00"
"M-34ESX12O","P-B133E5GU","2022-10-01","934","merchant__clothing","934","2022-10-01 00:00:00"
"M-E50W4XKB","P-71K5EPIZ","2022-10-01","299","merchant__clothing","299","2022-10-01 00:00:00"
"M-5TJBES1A","P-C62GOWS4","2022-10-01","26","merchant__clothing","26","2022-10-01 00:00:00"
"M-QOLJHLOC","P-S9SV88ZB","2022-10-01","9","merchant__clothing","9","2022-10-01 00:00:00"
"M-DDVLF1M0","P-PICZSIFB","2022-10-01","117","merchant__clothing","117","2022-10-01 00:00:00"
"M-7BH3WFBN","P-8Q7E4XWL","2022-10-01","970","merchant__clothing","970","2022-10-01 00:00:00"
"M-AIXXVSR8","P-ZB7UQRXA","2022-10-01","521","merchant__clothing","521","2022-10-01 00:00:00"
"M-R8KUNL0U","P-YLYHG9DI","2022-10-01","85","merchant__clothing","85","2022-10-01 00:00:00"
"M-AFZIAUZ1","P-GG6SRFRI","2022-10-01","794","merchant__clothing","794","2022-10-01 00:00:00"
"M-65PYH3VF","P-MBVSWRQE","2022-10-01","688","merchant__clothing","688","2022-10-01 00:00:00"
"M-9ZQTOZ0D","P-WC5UB7OD","2022-10-01","755","merchant__clothing","755","2022-10-01 00:00:00"
"M-3JGFLCIX","P-33JGK6R3","2022-10-01","421","merchant__clothing","421","2022-10-01 00:00:00"
"M-8YVOABBB","P-I40CH1VY","2022-10-01","207","merchant__clothing","207","2022-10-01 00:00:00"
"M-I4URRY8G","P-LCNYTMRM","2022-10-01","756","merchant__clothing","756","2022-10-01 00:00:00"
"M-MSXBOBH1","P-FKL70JPO","2022-10-01","803","merchant__clothing","803","2022-10-01 00:00:00"
"M-6D6L4WH5","P-PDBC8R3I","2022-10-01","395","merchant__clothing","395","2022-10-01 00:00:00"
"M-VY3IZEFI","P-BLJ9N6B1","2022-10-01","588","merchant__clothing","588","2022-10-01 00:00:00"
"M-N6K5IUPQ","P-GK4GAM4E","2022-10-01","521","merchant__clothing","521","2022-10-01 00:00:00"
"M-YAHQ0CRD","P-RGWCH2QE","2022-10-01","985","merchant__clothing","985","2022-10-01 00:00:00"
"M-2II32U4T","P-18Z2UEJ2","2022-10-01","425","merchant__clothing","425","2022-10-01 00:00:00"
"M-1MYLB56H","P-CQTSDEI3","2022-10-01","847","merchant__clothing","847","2022-10-01 00:00:00"
"M-VUNEVGM6","P-YDFVJOZ9","2022-10-01","623","merchant__clothing","623","2022-10-01 00:00:00"
"M-RB08R62C","P-XHSAEDLK","2022-10-01","10","merchant__clothing","10","2022-10-01 00:00:00"
"M-2WW1U8NI","P-0O7TA9NL","2022-10-01","666","merchant__clothing","666","2022-10-01 00:00:00"
"M-A373PF9I","P-9VGAX24L","2022-10-01","93","merchant__clothing","93","2022-10-01 00:00:00"
"M-ECVY8M08","P-O4AYKOW8","2022-10-01","476","merchant__clothing","476","2022-10-01 00:00:00"
"M-J10TAOK4","P-0S9Y7C8H","2022-10-01","928","merchant__clothing","928","2022-10-01 00:00:00"
"M-84KYQO1B","P-3WHQ8JB1","2022-10-01","229","merchant__clothing","229","2022-10-01 00:00:00"
"M-TP1M955O","P-WLIINZZA","2022-10-01","762","merchant__clothing","762","2022-10-01 00:00:00"
"M-P06ZDIHP","P-KBM2MXOA","2022-10-01","55","merchant__clothing","55","2022-10-01 00:00:00"
"M-3CL0DXKY","P-G1EAU5X7","2022-10-01","5001","merchant__clothing","5274","2022-10-01 00:00:00"
"M-TH8G1JYY","P-43WKFSAY","2022-10-01","5049","merchant__clothing","5315","2022-10-01 00:00:00"
"M-PHCB8G6Z","P-D74LH52Z","2022-10-01","4668","merchant__clothing","4838","2022-10-01 00:00:00"
"M-0THC9R1L","P-9584CF34","2022-10-01","4817","merchant__clothing","5079","2022-10-01 00:00:00"
"M-WGETXV64","P-6W0RXJIJ","2022-10-01","4235","merchant__clothing","4521","2022-10-01 00:00:00"
"M-VC2PWL45","P-9E2QWWYF","2022-10-01","107","merchant__bigboxretailer","107","2022-10-01 00:00:00"
"M-87K8CPRY","P-VVFU1JSD","2022-10-01","607","merchant__bigboxretailer","607","2022-10-01 00:00:00"
"M-1OJQ2YQY","P-UWZBNWBF","2022-10-01","760","merchant__bigboxretailer","760","2022-10-01 00:00:00"
"M-7NSE9EAP","P-QJM9CGOC","2022-10-01","974","merchant__bigboxretailer","974","2022-10-01 00:00:00"
"M-4JMCX246","P-AP2VLH9R","2022-10-01","331","merchant__bigboxretailer","331","2022-10-01 00:00:00"
"M-3B6BNFNF","P-F7E5IX2B","2022-10-01","756","merchant__bigboxretailer","756","2022-10-01 00:00:00"
"M-IF7FTSBU","P-WELC80UL","2022-10-01","750","merchant__bigboxretailer","750","2022-10-01 00:00:00"
"M-MJWSHWEB","P-IZ01YCC0","2022-10-01","293","merchant__bigboxretailer","293","2022-10-01 00:00:00"
"M-EUFFBBQ5","P-Z8YAFBZT","2022-10-01","801","merchant__bigboxretailer","801","2022-10-01 00:00:00"
"M-B7Q8MRWA","P-SF7F2R8W","2022-10-01","276","merchant__bigboxretailer","276","2022-10-01 00:00:00"
"M-W9YK7LNY","P-HYD6V6R6","2022-10-01","838","merchant__bigboxretailer","838","2022-10-01 00:00:00"
"M-N79R3Q1R","P-LYKV1PFD","2022-10-01","774","merchant__bigboxretailer","774","2022-10-01 00:00:00"
"M-GEFQ0T5I","P-86QVHCKN","2022-10-01","781","merchant__bigboxretailer","781","2022-10-01 00:00:00"
"M-PEOTDR4C","P-CT29LLIB","2022-10-01","167","merchant__bigboxretailer","167","2022-10-01 00:00:00"
"M-I1FATNF1","P-2C2DM5TS","2022-10-01","438","merchant__bigboxretailer","438","2022-10-01 00:00:00"
"M-A4KJ64LC","P-2CM3ADX9","2022-10-01","865","merchant__bigboxretailer","865","2022-10-01 00:00:00"
"M-CWSYI4LY","P-LC1GVCVA","2022-10-01","990","merchant__bigboxretailer","990","2022-10-01 00:00:00"
"M-L92WXRG2","P-81930YFA","2022-10-01","125","merchant__bigboxretailer","125","2022-10-01 00:00:00"
"M-WNGIF9VH","P-J8QNCOER","2022-10-01","981","merchant__bigboxretailer","981","2022-10-01 00:00:00"
"M-DETJ11PZ","P-5MBMB0WZ","2022-10-01","755","merchant__bigboxretailer","755","2022-10-01 00:00:00"
"M-DD8QOZJB","P-1FJ5TPIN","2022-10-01","698","merchant__bigboxretailer","698","2022-10-01 00:00:00"
"M-ID3V3AZJ","P-SLNK6RR7","2022-10-01","317","merchant__bigboxretailer","317","2022-10-01 00:00:00"
"M-DNGS5TB6","P-2TVAJ7B5","2022-10-01","129","merchant__bigboxretailer","129","2022-10-01 00:00:00"
"M-FNMP2H9G","P-CEAA4SO6","2022-10-01","636","merchant__bigboxretailer","636","2022-10-01 00:00:00"
"M-MFIRIM9B","P-6H7X4WKL","2022-10-01","968","merchant__bigboxretailer","968","2022-10-01 00:00:00"
"M-K2P0N14F","P-6NI7O7PQ","2022-10-01","570","merchant__bigboxretailer","570","2022-10-01 00:00:00"
"M-9TR97Z87","P-EBTAOP0H","2022-10-01","776","merchant__bigboxretailer","776","2022-10-01 00:00:00"
