"order_id","wdf__client_id","order_status"
"O-2EKVY78Q","merchant__electronics","Processed"
"O-RWPRAIFV","merchant__bigboxretailer","Processed"
"O-C7ATUOA0","merchant__electronics","Processed"
"O-6S2EXRP8","merchant__bigboxretailer","Processed"
"O-PVIWU44C","merchant__clothing","Canceled"
"O-OZO51L8Y","merchant__bigboxretailer","Processed"
"O-6KJEAB8D","merchant__electronics","Processed"
"O-0LWAR1W0","merchant__electronics","Processed"
"O-PH95GICU","merchant__bigboxretailer","In Cart"
"O-W3DZMJR0","merchant__electronics","Processed"
"O-LX35EM8P","merchant__electronics","Processed"
"O-4EVKPNFH","merchant__electronics","Processed"
"O-GXXK0UU2","merchant__bigboxretailer","Processed"
"O-JNGI8HT9","merchant__electronics","In Cart"
"O-2TNJ1WIF","merchant__electronics","Processed"
"O-I6O9F3VY","merchant__electronics","Processed"
"O-F406N0U2","merchant__electronics","Processed"
"O-EBNW0G9L","merchant__electronics","Canceled"
"O-YPD9QH8N","merchant__electronics","Processed"
"O-DE0Q4GLE","merchant__clothing","Processed"
"O-IWJ7147V","merchant__electronics","Processed"
"O-OQ7LWTTC","merchant__bigboxretailer","Processed"
"O-JCB8GIKV","merchant__electronics","Processed"
"O-57MUPV7Y","merchant__bigboxretailer","Processed"
"O-MRDIYJ9P","merchant__electronics","Processed"
"O-DD6KCUR4","merchant__bigboxretailer","Processed"
"O-FSWIFVO1","merchant__clothing","Processed"
"O-LAS8QXVI","merchant__bigboxretailer","Processed"
"O-ED2ZAKS5","merchant__clothing","Processed"
"O-DFMUEK7R","merchant__bigboxretailer","Processed"
"O-OG8184UR","merchant__electronics","Processed"
"O-OVCWCYTF","merchant__bigboxretailer","Processed"
"O-ZUHGBHT4","merchant__bigboxretailer","Processed"
"O-OAGF6E6E","merchant__electronics","Processed"
"O-P1JV9JW6","merchant__electronics","Canceled"
"O-GA2TD6IR","merchant__bigboxretailer","Canceled"
"O-HKFSAN5T","merchant__clothing","Canceled"
"O-QYMM2RBL","merchant__electronics","Processed"
"O-HSQO0CIZ","merchant__clothing","Processed"
"O-MDON1YOG","merchant__bigboxretailer","Processed"
"O-77URCA4I","merchant__clothing","Processed"
"O-OJWGXOL2","merchant__electronics","Processed"
"O-SAWQWLPF","merchant__bigboxretailer","Processed"
"O-JZJRUIML","merchant__electronics","Processed"
"O-GP511VFW","merchant__clothing","Processed"
"O-CI6B7C36","merchant__bigboxretailer","Processed"
"O-P2Z20QSL","merchant__bigboxretailer","Processed"
"O-ZN9OK0WG","merchant__electronics","Processed"
"O-10MUB4RV","merchant__bigboxretailer","Processed"
"O-RRJLLWN4","merchant__electronics","Processed"
"O-BGVO4OHT","merchant__electronics","Processed"
"O-IIJHE0UG","merchant__bigboxretailer","Processed"
"O-JJ40RNMU","merchant__bigboxretailer","Processed"
"O-JGD4UA96","merchant__electronics","Processed"
"O-NZ3L475Q","merchant__electronics","Processed"
"O-10QEFB5I","merchant__electronics","Processed"
"O-1VW1X8SE","merchant__electronics","Processed"
"O-I3HXNCAY","merchant__electronics","Processed"
"O-PC54WAFM","merchant__clothing","In Cart"
"O-W36SHTCI","merchant__clothing","Processed"
"O-D7WZDSAW","merchant__clothing","Processed"
"O-B2NV5T4X","merchant__clothing","Processed"
"O-DCJL2OFP","merchant__bigboxretailer","Processed"
"O-FX49OQJC","merchant__electronics","Processed"
"O-4DF8BA4B","merchant__bigboxretailer","Processed"
"O-VYTSOJHQ","merchant__electronics","Canceled"
"O-SEHRQG9Y","merchant__bigboxretailer","Processed"
"O-YM2YE3VX","merchant__bigboxretailer","In Cart"
"O-6ND1EL06","merchant__bigboxretailer","Processed"
"O-UMS9H73K","merchant__bigboxretailer","Processed"
"O-4K6AHWUN","merchant__electronics","Processed"
"O-MVSXFHXZ","merchant__electronics","Processed"
"O-4NUJX6FQ","merchant__bigboxretailer","Processed"
"O-2G99CTE3","merchant__electronics","Processed"
"O-BQGH0RLW","merchant__electronics","Processed"
"O-4VKHXU55","merchant__electronics","Processed"
"O-TLCKIF7A","merchant__electronics","Processed"
"O-EGYRHDKF","merchant__electronics","In Cart"
"O-2RJ3RKFV","merchant__electronics","Processed"
"O-MZ6BOV33","merchant__electronics","Processed"
"O-NFZJZU31","merchant__electronics","Processed"
"O-V75F9D2R","merchant__electronics","Processed"
"O-5LUZQE8M","merchant__electronics","Processed"
"O-T7QLM0MA","merchant__electronics","Processed"
"O-1QDW28BS","merchant__electronics","Processed"
"O-W44HRXL4","merchant__clothing","Processed"
"O-YO3Z7J9W","merchant__bigboxretailer","Canceled"
"O-BWMBCXZC","merchant__clothing","Processed"
"O-J9N80HGI","merchant__clothing","Processed"
"O-DSIYZMBH","merchant__clothing","Processed"
"O-F8B071PK","merchant__electronics","Processed"
"O-VQ2IXGFO","merchant__bigboxretailer","Processed"
"O-J506V9QT","merchant__electronics","Processed"
"O-VKVH6R5A","merchant__electronics","Processed"
"O-X6U2BMEZ","merchant__bigboxretailer","Processed"
"O-R91T2J2A","merchant__bigboxretailer","Processed"
"O-9LAK99VT","merchant__bigboxretailer","Processed"
"O-2GYD0ZRH","merchant__bigboxretailer","Processed"
"O-WWW6CU36","merchant__electronics","Processed"
"O-A5AF34HK","merchant__bigboxretailer","Processed"
"O-R78PEI3S","merchant__electronics","Processed"
"O-XDCCGF3X","merchant__bigboxretailer","Processed"
"O-5IPR7N88","merchant__bigboxretailer","Processed"
"O-IQ5H2F2Y","merchant__electronics","Processed"
"O-X4F5ZOAW","merchant__electronics","Processed"
"O-1M7V6P7L","merchant__electronics","Processed"
"O-0R0HEYL1","merchant__electronics","Processed"
"O-4R2M00J6","merchant__electronics","In Cart"
"O-X3ZPCOXF","merchant__electronics","Processed"
"O-UZWEW9X8","merchant__electronics","Processed"
"O-RO74ZHXX","merchant__electronics","Processed"
"O-7T6M6CGI","merchant__electronics","Processed"
"O-H0G18JTJ","merchant__electronics","Processed"
"O-XM8LSUBQ","merchant__bigboxretailer","Processed"
"O-161H6QFK","merchant__clothing","Processed"
"O-VNFTRM7U","merchant__clothing","Processed"
"O-ILOP39GG","merchant__electronics","Processed"
"O-HMWZGVYQ","merchant__bigboxretailer","Processed"
"O-2E1NQLLE","merchant__electronics","Processed"
"O-3PXPOFS1","merchant__clothing","Processed"
"O-9THXTTKZ","merchant__electronics","Processed"
"O-S61Q36OL","merchant__bigboxretailer","Processed"
"O-39LBXVF8","merchant__bigboxretailer","Processed"
"O-N9PWY78Y","merchant__electronics","Processed"
"O-6Z6PO6L7","merchant__electronics","Processed"
"O-ICWENEC2","merchant__electronics","Processed"
"O-KJ3ZATCF","merchant__electronics","Processed"
"O-NYW63LF8","merchant__electronics","Processed"
"O-NC0J2EGZ","merchant__bigboxretailer","Processed"
"O-M5BAS9M6","merchant__bigboxretailer","Processed"
"O-D22P43VA","merchant__bigboxretailer","Processed"
"O-KW709CYN","merchant__electronics","Processed"
"O-WYHPYTZN","merchant__electronics","Canceled"
"O-VY9TRL9Y","merchant__electronics","Processed"
"O-F2Y2L5FC","merchant__electronics","Processed"
"O-2HJQMJWT","merchant__electronics","Processed"
"O-U1MJLUOB","merchant__electronics","Processed"
"O-X47AJQHB","merchant__bigboxretailer","Processed"
"O-GNWJ3SRA","merchant__clothing","Processed"
"O-N5V8U6F4","merchant__electronics","Processed"
"O-WP9MIR68","merchant__bigboxretailer","Processed"
"O-XPFZCIC2","merchant__clothing","Processed"
"O-86OJZJ9B","merchant__electronics","Processed"
"O-FRMSYPK0","merchant__electronics","In Cart"
"O-HKOTXSKU","merchant__electronics","Processed"
"O-8C0V2ZKH","merchant__clothing","Processed"
"O-Q9FAW5LF","merchant__electronics","Processed"
"O-C6B2SJID","merchant__clothing","Processed"
"O-I0AI7B23","merchant__clothing","Processed"
"O-38J9WKPD","merchant__bigboxretailer","Processed"
"O-IKUS1A7N","merchant__bigboxretailer","Processed"
"O-A8RUQO34","merchant__electronics","Processed"
"O-SVR4PSWZ","merchant__electronics","Processed"
"O-CCZ45A7F","merchant__electronics","Processed"
"O-N8302R5Q","merchant__bigboxretailer","In Cart"
"O-15MAJUM0","merchant__bigboxretailer","Processed"
"O-BY0MDCJJ","merchant__bigboxretailer","Processed"
"O-4V28CGUJ","merchant__electronics","Processed"
"O-A63C7LEL","merchant__electronics","Processed"
"O-Q8BF9YMX","merchant__bigboxretailer","Processed"
"O-APRXLW9L","merchant__bigboxretailer","Processed"
"O-PZDH5WBG","merchant__electronics","Processed"
"O-0BIA8GDQ","merchant__electronics","Processed"
"O-6LMNU6SY","merchant__electronics","Processed"
"O-PRA2SYGH","merchant__electronics","Processed"
"O-7VV3W4SK","merchant__electronics","Processed"
"O-YZV3MGFW","merchant__bigboxretailer","Processed"
"O-ZR2QPIIO","merchant__electronics","Processed"
"O-HAXYI7MI","merchant__bigboxretailer","Canceled"
"O-G14GWDLG","merchant__electronics","Processed"
"O-X6CV8OS0","merchant__clothing","In Cart"
"O-8QI4N6KL","merchant__bigboxretailer","Processed"
"O-MERFGINM","merchant__electronics","Processed"
"O-206XIXOA","merchant__clothing","Canceled"
"O-MGAZKI5I","merchant__electronics","Processed"
"O-WWLTVQRC","merchant__bigboxretailer","Processed"
"O-DVXJEHJC","merchant__electronics","Processed"
"O-K25C0HQJ","merchant__clothing","Processed"
"O-UHQPGTCO","merchant__clothing","Processed"
"O-MB7TJEN4","merchant__clothing","Processed"
"O-BZUY0L4G","merchant__electronics","In Cart"
"O-9X2QFU28","merchant__bigboxretailer","Processed"
"O-JVYDSSVU","merchant__bigboxretailer","Processed"
"O-D5BZQKC2","merchant__bigboxretailer","Processed"
"O-IFX9ZY0D","merchant__bigboxretailer","Processed"
"O-56C4JOFZ","merchant__electronics","Processed"
"O-XBT5NBZK","merchant__bigboxretailer","Processed"
"O-A3QI87T2","merchant__electronics","Processed"
"O-WMDPGEKN","merchant__electronics","Processed"
"O-IAX3LA72","merchant__electronics","Processed"
"O-NV552XUX","merchant__electronics","Canceled"
"O-TU01RZAF","merchant__bigboxretailer","In Cart"
"O-0Y2Q6M25","merchant__electronics","In Cart"
"O-JYMHMSU1","merchant__bigboxretailer","Processed"
"O-5IVE5N41","merchant__electronics","Processed"
"O-TGYC61QV","merchant__electronics","Processed"
"O-W4VJ5RI3","merchant__bigboxretailer","Processed"
"O-CKWU2JT4","merchant__clothing","Processed"
"O-A6DN18S7","merchant__bigboxretailer","Processed"
"O-IL02KIQD","merchant__electronics","Processed"
"O-CV43CDZB","merchant__electronics","Processed"
"O-7CN81EDO","merchant__clothing","Processed"
"O-5V9PA888","merchant__clothing","Processed"
"O-HY7MFZ2I","merchant__clothing","Processed"
"O-DZ0QEJYV","merchant__clothing","Processed"
"O-TNPAAQNV","merchant__electronics","Processed"
"O-FXQE5X4J","merchant__bigboxretailer","Processed"
"O-EU4W3YVS","merchant__bigboxretailer","Processed"
"O-L51T4M9L","merchant__bigboxretailer","Processed"
"O-2TB608XG","merchant__bigboxretailer","Processed"
"O-TP1BWLS7","merchant__electronics","Processed"
"O-X57RC010","merchant__electronics","Processed"
"O-0QWNEE0H","merchant__electronics","Processed"
"O-1ONIOF07","merchant__electronics","Processed"
"O-K0VST959","merchant__electronics","Processed"
"O-PPQJNL8T","merchant__electronics","Processed"
"O-Q5GOFULY","merchant__electronics","Processed"
"O-B62RL3EP","merchant__electronics","Processed"
"O-VSU3F4SV","merchant__electronics","Processed"
"O-IDSRISC8","merchant__electronics","Processed"
"O-9ISTY4GQ","merchant__electronics","Processed"
"O-CILW01CV","merchant__bigboxretailer","Processed"
"O-4GP0BVZM","merchant__electronics","Processed"
"O-KHAELOMH","merchant__electronics","Processed"
"O-AXXPTC7F","merchant__clothing","Processed"
"O-AF9HEH90","merchant__bigboxretailer","Processed"
"O-VF02OV06","merchant__electronics","Processed"
"O-O90YPCN3","merchant__electronics","Processed"
"O-DNBBE4Q1","merchant__bigboxretailer","Processed"
"O-71K25T31","merchant__electronics","Processed"
"O-PVOYAVQG","merchant__electronics","Processed"
"O-LTSA5AY5","merchant__electronics","Processed"
"O-GLU8LG6O","merchant__clothing","Processed"
"O-W98E0GS5","merchant__electronics","Processed"
"O-GU3HYLJ3","merchant__electronics","Canceled"
"O-YEKBO6WE","merchant__electronics","Processed"
"O-B1X2H4NE","merchant__clothing","Processed"
"O-KMN89B9L","merchant__clothing","Processed"
"O-3QDXT11K","merchant__clothing","Processed"
"O-HBJ129Q5","merchant__bigboxretailer","Processed"
"O-X0F3B1VO","merchant__electronics","Processed"
"O-WPFJF8ZF","merchant__bigboxretailer","Processed"
"O-UHTOV7FT","merchant__bigboxretailer","Processed"
"O-36C68BG1","merchant__bigboxretailer","Processed"
"O-F0V92L29","merchant__bigboxretailer","In Cart"
"O-GF8MD525","merchant__bigboxretailer","Processed"
"O-677Y3AS9","merchant__clothing","Processed"
"O-GBCU4BEL","merchant__bigboxretailer","Processed"
"O-EK5C1Z6Q","merchant__electronics","Processed"
"O-MD6W0F9N","merchant__electronics","Processed"
"O-77TL78B3","merchant__bigboxretailer","Processed"
"O-CTOT7XTG","merchant__bigboxretailer","Processed"
"O-ASTSFOJR","merchant__electronics","Processed"
"O-EL0I5GZG","merchant__clothing","Processed"
"O-AHL55FW1","merchant__bigboxretailer","Canceled"
"O-DYCLMXR5","merchant__bigboxretailer","Processed"
"O-I2FLWNSS","merchant__clothing","Processed"
"O-LD46BIUQ","merchant__clothing","Processed"
"O-JMM5GGC6","merchant__electronics","Processed"
"O-8UP06M05","merchant__bigboxretailer","Processed"
"O-HGZG8AQG","merchant__electronics","Processed"
"O-B36THJWQ","merchant__electronics","Processed"
"O-2IZET4XA","merchant__bigboxretailer","Processed"
"O-JCPKK6ET","merchant__electronics","Processed"
"O-KK1946M9","merchant__electronics","Processed"
"O-OYTEAPWY","merchant__electronics","Processed"
"O-8CMT0O3S","merchant__electronics","In Cart"
"O-9SI0HDT4","merchant__clothing","Processed"
"O-HKA80Q99","merchant__electronics","Processed"
"O-JFST2T27","merchant__electronics","Processed"
"O-G8DTL4ZM","merchant__clothing","Processed"
"O-QDXUT6AV","merchant__electronics","Processed"
"O-AS0GOEQ7","merchant__bigboxretailer","Processed"
"O-EIXF4OBP","merchant__bigboxretailer","Processed"
"O-KP5OAGZL","merchant__clothing","Processed"
"O-PWE0OMB8","merchant__electronics","Processed"
"O-3BVOQ8DF","merchant__electronics","Processed"
"O-5A9VLRM9","merchant__electronics","Processed"
"O-1E4I28C7","merchant__bigboxretailer","Processed"
"O-1MRHT34J","merchant__bigboxretailer","Processed"
"O-MTA0HQPQ","merchant__electronics","Processed"
"O-5WROL888","merchant__bigboxretailer","Processed"
"O-H2LEXDZD","merchant__electronics","Processed"
"O-ZVSNEG3N","merchant__electronics","Processed"
"O-JXESOQXJ","merchant__clothing","Processed"
"O-KC1NW6LD","merchant__bigboxretailer","Processed"
"O-K6RAE0UK","merchant__electronics","Processed"
"O-6XTO7FKF","merchant__electronics","Processed"
"O-7WQ0NUIN","merchant__electronics","Canceled"
"O-94ZZMBPM","merchant__bigboxretailer","Processed"
"O-CTJXX56N","merchant__electronics","Processed"
"O-4C4DJC02","merchant__electronics","Processed"
"O-VWYX1R3E","merchant__electronics","Processed"
"O-KS107ZWD","merchant__electronics","Processed"
"O-ZDJH08V4","merchant__electronics","In Cart"
"O-TU91MCD9","merchant__clothing","Canceled"
"O-LACD4F36","merchant__bigboxretailer","Processed"
"O-X3EDZQEK","merchant__bigboxretailer","Processed"
"O-RTXDCQKW","merchant__electronics","Processed"
"O-PIJNU7OV","merchant__clothing","In Cart"
"O-5PM4K1A7","merchant__clothing","Processed"
"O-LFR2X5O4","merchant__electronics","Processed"
"O-791Z64TZ","merchant__electronics","Processed"
"O-Q7Z5AGYM","merchant__electronics","Processed"
"O-US4R2VSM","merchant__electronics","Processed"
"O-QHTTMXC7","merchant__bigboxretailer","Processed"
"O-YZQ5U25G","merchant__electronics","Processed"
"O-J1NFIT65","merchant__bigboxretailer","Processed"
"O-S2Q2UPH4","merchant__electronics","Processed"
"O-WUBIDPBW","merchant__clothing","Processed"
"O-QQI05N6T","merchant__electronics","Processed"
"O-4LH7NRM0","merchant__bigboxretailer","Processed"
"O-W2S95WT4","merchant__bigboxretailer","Processed"
"O-LP0YD779","merchant__electronics","Processed"
"O-5IXAF703","merchant__bigboxretailer","Processed"
"O-SJJBW1L3","merchant__bigboxretailer","Processed"
"O-SQISXNU5","merchant__bigboxretailer","Processed"
"O-QZGLDJ29","merchant__electronics","Processed"
"O-C4NZW4OX","merchant__bigboxretailer","Processed"
"O-2NMSDG8B","merchant__clothing","Processed"
"O-1MXO85DZ","merchant__bigboxretailer","Canceled"
"O-HKH3JRXY","merchant__electronics","Processed"
"O-DNQI6AUG","merchant__electronics","Processed"
"O-EU79BNQY","merchant__electronics","Processed"
"O-MUV2G1WN","merchant__electronics","Processed"
"O-2QBQBKHP","merchant__bigboxretailer","Processed"
"O-6APSH5ZG","merchant__bigboxretailer","In Cart"
"O-RQL74AKJ","merchant__electronics","Processed"
"O-2R6GS71O","merchant__electronics","Processed"
"O-TKLMZ1LO","merchant__clothing","Processed"
"O-BMZBX6C3","merchant__clothing","Processed"
"O-UB0J3OD9","merchant__electronics","Processed"
"O-ULKYEBBB","merchant__bigboxretailer","Processed"
"O-3FXTP1FX","merchant__electronics","Processed"
"O-70U3GHNR","merchant__electronics","Processed"
"O-TI3LRC1D","merchant__bigboxretailer","Processed"
"O-6VPB3GDX","merchant__electronics","Processed"
"O-M6XEM1GF","merchant__electronics","Processed"
"O-6KZTP6F7","merchant__electronics","Canceled"
"O-TYNWW0YI","merchant__electronics","In Cart"
"O-L50731N9","merchant__bigboxretailer","Processed"
"O-V9R0T53D","merchant__bigboxretailer","Processed"
"O-NPE2IT68","merchant__clothing","Processed"
"O-A5RVTDQ5","merchant__electronics","Processed"
"O-SCU2KWKR","merchant__bigboxretailer","Processed"
"O-UOCEMSAP","merchant__electronics","Processed"
"O-Q2JEJDWJ","merchant__bigboxretailer","Processed"
"O-6PV6H7O0","merchant__electronics","Processed"
"O-JWXZGT1G","merchant__electronics","Processed"
"O-MV6I3BT1","merchant__bigboxretailer","Processed"
"O-COBPOM4M","merchant__electronics","Processed"
"O-7AX7B1V0","merchant__electronics","Processed"
"O-Q6YWS01E","merchant__bigboxretailer","Processed"
"O-P82INCSK","merchant__electronics","Processed"
"O-7MP75XGO","merchant__clothing","Processed"
"O-L3852GJ3","merchant__bigboxretailer","Processed"
"O-KE2BG361","merchant__clothing","Processed"
"O-P1HZT849","merchant__electronics","Processed"
"O-Y3YATHYR","merchant__electronics","Processed"
"O-MFZUTCZF","merchant__electronics","Processed"
"O-ZXZCBO3O","merchant__clothing","Processed"
"O-7IZX3HBT","merchant__electronics","Processed"
"O-F9CXYV9T","merchant__electronics","Processed"
"O-UCRMSM0Q","merchant__electronics","Processed"
"O-CDDDO7T6","merchant__electronics","Processed"
"O-T6A11VPT","merchant__bigboxretailer","Processed"
"O-ZVPS6M47","merchant__bigboxretailer","Processed"
"O-Z0D059TL","merchant__bigboxretailer","Processed"
"O-DSQ7K5F1","merchant__electronics","Processed"
"O-B3JG6CP1","merchant__electronics","Processed"
"O-7RET3M1J","merchant__bigboxretailer","Processed"
"O-P5H6BE78","merchant__electronics","Processed"
"O-5ZXV7JS4","merchant__clothing","Processed"
"O-42K6L46G","merchant__electronics","Processed"
"O-E79BRILB","merchant__electronics","Canceled"
"O-UXE6AJ4C","merchant__bigboxretailer","Processed"
"O-C4XEXAUC","merchant__electronics","Processed"
"O-UFGSF9GT","merchant__electronics","Processed"
"O-DOLEM89X","merchant__electronics","In Cart"
"O-LIUIGPW8","merchant__electronics","Processed"
"O-M2T9L1YP","merchant__clothing","Processed"
"O-1VGRSJPB","merchant__electronics","Processed"
"O-U1508AFE","merchant__clothing","Processed"
"O-7JM4516C","merchant__electronics","Processed"
"O-EU3UPJT2","merchant__electronics","Processed"
"O-BA7A9L4E","merchant__bigboxretailer","Processed"
"O-2LKB8M9M","merchant__electronics","Processed"
"O-0IBN0T7V","merchant__electronics","Processed"
"O-UT9W6ERP","merchant__bigboxretailer","Processed"
"O-6LNYMUS9","merchant__electronics","Processed"
"O-5YDL9IG3","merchant__bigboxretailer","Processed"
"O-Y9DHBU1M","merchant__bigboxretailer","Processed"
"O-VGRNRVK6","merchant__electronics","Processed"
"O-7L41EEPS","merchant__bigboxretailer","Processed"
"O-LINEGNNW","merchant__clothing","Processed"
"O-EHB2UP4W","merchant__bigboxretailer","Processed"
"O-C40FB3IM","merchant__electronics","Processed"
"O-W8LWV29G","merchant__bigboxretailer","Processed"
"O-NKQALEC2","merchant__electronics","Processed"
"O-OXT2G7JV","merchant__electronics","Processed"
"O-PM22GNQR","merchant__bigboxretailer","In Cart"
"O-SJTTHIBX","merchant__electronics","Processed"
"O-07OQZ8WL","merchant__clothing","Processed"
"O-0ORRJ7OL","merchant__electronics","In Cart"
"O-UQGL8R9L","merchant__clothing","Processed"
"O-FPU7LHVI","merchant__electronics","Processed"
"O-Q9PGWH7C","merchant__bigboxretailer","Processed"
"O-2IATHJFQ","merchant__bigboxretailer","Processed"
"O-3SJY2JY2","merchant__electronics","Processed"
"O-4DW957KI","merchant__electronics","Processed"
"O-BP5PJ1NB","merchant__clothing","Processed"
"O-4LHKYHXV","merchant__bigboxretailer","Canceled"
"O-YCJLV908","merchant__electronics","Processed"
"O-G4NN1Y3E","merchant__electronics","Processed"
"O-TJSHMLNR","merchant__electronics","Processed"
"O-KJXRN79T","merchant__electronics","Processed"
"O-GDLYXKA2","merchant__clothing","Processed"
"O-XSMW0XSG","merchant__electronics","Processed"
"O-WH2PH26U","merchant__electronics","Processed"
"O-DSTU5GEI","merchant__bigboxretailer","Processed"
"O-N9WY7WAV","merchant__electronics","Processed"
"O-0PS1C78Z","merchant__bigboxretailer","Processed"
"O-BDRUGEWE","merchant__electronics","Canceled"
"O-HD8SKDID","merchant__clothing","Processed"
"O-JUQ28YVI","merchant__bigboxretailer","Processed"
"O-ZXWX4SBI","merchant__electronics","Processed"
"O-JPNGO5IK","merchant__clothing","In Cart"
"O-MERX3GIC","merchant__electronics","Processed"
"O-C4S27DZ7","merchant__electronics","Processed"
"O-NNB6JZ42","merchant__bigboxretailer","Processed"
"O-50WU3XJJ","merchant__clothing","Processed"
"O-ZNCWUN45","merchant__electronics","Processed"
"O-3SBMZUWV","merchant__bigboxretailer","Processed"
"O-8S59THNU","merchant__bigboxretailer","Processed"
"O-X0W6H6TQ","merchant__bigboxretailer","Processed"
"O-XPEDEPU0","merchant__bigboxretailer","Processed"
"O-7KRTQ1I9","merchant__electronics","Processed"
"O-K9OZ5NH6","merchant__bigboxretailer","Processed"
"O-NT2Z6MXE","merchant__electronics","In Cart"
"O-EN066W15","merchant__electronics","Processed"
"O-8D1GXFYS","merchant__bigboxretailer","Processed"
"O-EVZL9676","merchant__electronics","Processed"
"O-BWMBSLYT","merchant__bigboxretailer","Processed"
"O-57JXHWHU","merchant__electronics","Processed"
"O-54VJVZ4Y","merchant__bigboxretailer","Processed"
"O-Z8XOO1LW","merchant__bigboxretailer","Processed"
"O-Z6JX7D0K","merchant__bigboxretailer","In Cart"
"O-CTW45O9V","merchant__electronics","Processed"
"O-V9YQS8NP","merchant__electronics","Processed"
"O-XZZR3B04","merchant__bigboxretailer","Processed"
"O-EFFU62UF","merchant__electronics","Processed"
"O-I9HGYA7P","merchant__electronics","Processed"
"O-RC3I8KMA","merchant__electronics","Processed"
"O-FQO07KKB","merchant__electronics","Processed"
"O-1E2Z3HAC","merchant__clothing","Processed"
"O-REHVPQYN","merchant__clothing","Processed"
"O-89ZILR86","merchant__clothing","Processed"
"O-8U910UIG","merchant__clothing","Processed"
"O-LSJJJHM0","merchant__clothing","Canceled"
"O-8AWX39V5","merchant__electronics","Processed"
"O-QBFLBEJX","merchant__electronics","Processed"
"O-JF38YOTY","merchant__bigboxretailer","Processed"
"O-PSDT1SRX","merchant__bigboxretailer","Processed"
"O-9JF1WU28","merchant__clothing","Processed"
"O-IB54C85H","merchant__electronics","Processed"
"O-895K9610","merchant__clothing","Processed"
"O-U0WFLQDQ","merchant__electronics","Processed"
"O-CYH9T436","merchant__electronics","Processed"
"O-WQUPK2A6","merchant__bigboxretailer","Canceled"
"O-75TWXC6L","merchant__electronics","Processed"
"O-VC9FGDWZ","merchant__electronics","Processed"
"O-SX6VZBYY","merchant__clothing","Processed"
"O-6WGH0CJ1","merchant__electronics","Processed"
"O-9KFW971A","merchant__bigboxretailer","Processed"
"O-8Y7ZCFUP","merchant__bigboxretailer","Processed"
"O-EVMHJCC4","merchant__bigboxretailer","Processed"
"O-XT5U4BW9","merchant__electronics","Canceled"
"O-M0IZ7SXS","merchant__electronics","Processed"
"O-G7E1R75Q","merchant__bigboxretailer","Processed"
"O-R6CWT19R","merchant__electronics","Processed"
"O-7984PCX3","merchant__electronics","Processed"
"O-N11BFQPS","merchant__electronics","Processed"
"O-1YP56PBR","merchant__electronics","Processed"
"O-WD7YVAIW","merchant__electronics","Processed"
"O-ZU6NH7ST","merchant__electronics","Processed"
"O-ME303U4X","merchant__electronics","Processed"
"O-OHCZ5FW6","merchant__bigboxretailer","Processed"
"O-ZCJXBBE1","merchant__electronics","Processed"
"O-71WR6CG9","merchant__electronics","Processed"
"O-VE3GI3CW","merchant__electronics","Processed"
"O-731GA5VK","merchant__clothing","Processed"
"O-PG7IZGOO","merchant__bigboxretailer","Processed"
"O-Y9OEQA83","merchant__bigboxretailer","Processed"
"O-C9GRQ1N8","merchant__electronics","Processed"
"O-4C59G9WV","merchant__clothing","Processed"
"O-M5CG1LXX","merchant__clothing","Processed"
"O-TILV6NA1","merchant__clothing","Processed"
"O-7GO3G021","merchant__bigboxretailer","Processed"
"O-IVM8GWX6","merchant__electronics","Processed"
"O-8PR4GMRT","merchant__electronics","Processed"
"O-2T577I56","merchant__clothing","Processed"
"O-62ORMZ5G","merchant__electronics","Processed"
"O-YNCDQ5F1","merchant__bigboxretailer","Processed"
"O-4MCFMNFY","merchant__electronics","Processed"
"O-RSQDVFS3","merchant__bigboxretailer","Processed"
"O-6M6GZ90I","merchant__bigboxretailer","Processed"
"O-QVOM5VHY","merchant__electronics","Processed"
"O-3K0HPFO6","merchant__electronics","In Cart"
"O-KNKEN8T8","merchant__bigboxretailer","Processed"
"O-6X586XOY","merchant__bigboxretailer","Processed"
"O-2KTXY4MR","merchant__bigboxretailer","Processed"
"O-8BLZB7R2","merchant__clothing","Processed"
"O-P75OUDP0","merchant__electronics","Processed"
"O-ZDU11M8G","merchant__electronics","Processed"
"O-XYQA50K3","merchant__electronics","Processed"
"O-XD0TUM5E","merchant__bigboxretailer","Processed"
"O-H090V6XK","merchant__electronics","Processed"
"O-OQLZHYXM","merchant__electronics","Processed"
"O-TUPBI8UY","merchant__clothing","Processed"
"O-VQFZM2ZZ","merchant__electronics","Processed"
"O-M9MYQPWH","merchant__bigboxretailer","Processed"
"O-RS96WXM5","merchant__clothing","Processed"
"O-LA1BI8ZT","merchant__bigboxretailer","Processed"
"O-KPSIEE0G","merchant__bigboxretailer","Processed"
"O-YHE5MTIS","merchant__electronics","Processed"
"O-RIH4PWIV","merchant__electronics","Processed"
"O-P8C6C1FU","merchant__clothing","Processed"
"O-9K7VKRJQ","merchant__bigboxretailer","In Cart"
"O-12XVR2RF","merchant__electronics","In Cart"
"O-WNPXLLDG","merchant__electronics","Processed"
"O-6QI4O3KC","merchant__clothing","Processed"
"O-BIGJK274","merchant__bigboxretailer","Processed"
"O-39XTFBYY","merchant__electronics","Processed"
"O-5L4M216P","merchant__bigboxretailer","Processed"
"O-ZG4LZV7C","merchant__clothing","Processed"
"O-8F7ZKK4X","merchant__clothing","In Cart"
